Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002615,Male,Yes,2,Graduate,No,5214,5761,212.94461098811527,360.0,1.0,Semiurban,Y
LP002916,Male,Yes,0,Graduate,No,2086,1673,100.13163209799131,360.0,1.0,Urban,Y
LP002643,Male,Yes,2,Graduate,No,3096,2151,149.42922834050907,360.0,1.0,Urban,Y
LP002418,Male,No,3+,Not Graduate,No,5152,1999,145.26677466474416,360.0,1.0,Semiurban,N
LP002740,Male,Yes,3+,Graduate,No,6789,0,153.45376973231217,180.0,1.0,Rural,N
LP001273,Male,Yes,0,Graduate,No,6125,2451,263.7928200734575,360.0,,Semiurban,N
LP001784,Male,Yes,1,Graduate,No,6025,1175,171.6331858703419,360.0,1.0,Rural,Y
LP001541,Male,Yes,1,Graduate,No,5765,0,162.17750317804382,360.0,,Rural,Y
LP002408,Male,No,0,Graduate,No,3301,4557,189.8456546984042,360.0,1.0,Semiurban,Y
LP002328,Male,Yes,0,Not Graduate,No,6694,0,215.13837924894062,360.0,0.0,Rural,N
LP001643,Male,Yes,0,Graduate,No,2608,1955,62.35317850572114,360.0,,Rural,Y
LP001052,Male,Yes,1,Graduate,,3684,2654,153.41599365767874,360.0,,Semiurban,N
LP002788,Male,Yes,0,Not Graduate,No,2415,2553,181.5556571329644,360.0,0.0,Urban,N
LP002697,Male,No,0,Graduate,No,4752,1972,,360.0,1.0,Semiurban,N
LP001945,Female,No,,Graduate,No,5196,0,140.3885044701193,480.0,0.0,Urban,N
LP001922,Male,Yes,0,Graduate,No,19854,0,,360.0,1.0,Rural,N
LP002501,,Yes,0,Graduate,No,15875,0,106.59748403834074,360.0,1.0,Semiurban,Y
LP002101,Male,Yes,0,Graduate,,59136,0,487.69812067094125,180.0,1.0,Urban,Y
LP001349,Male,No,0,Graduate,No,5066,3483,151.3514333616366,360.0,1.0,Semiurban,Y
LP002983,Male,Yes,1,Graduate,No,8264,219,250.607812932208,360.0,1.0,Urban,Y
LP002755,Male,Yes,1,Not Graduate,No,2388,2397,130.96046704141844,360.0,1.0,Urban,Y
LP001046,Male,Yes,1,Graduate,No,5685,6022,310.7773513213794,360.0,1.0,Urban,Y
LP001907,Male,Yes,0,Graduate,No,14163,0,431.015172018269,360.0,1.0,Semiurban,Y
LP001993,Female,No,0,Graduate,No,3766,1737,135.34853272517844,360.0,1.0,Rural,Y
LP001492,Male,No,0,Graduate,No,14947,0,237.12422189047732,360.0,0.0,Semiurban,N
LP002933,,No,3+,Graduate,Yes,9950,0,296.90709901204553,360.0,1.0,Semiurban,N
LP001343,Male,Yes,0,Graduate,No,1907,3203,134.73020822070703,360.0,1.0,Semiurban,Y
LP002434,Male,Yes,2,Not Graduate,No,5063,0,113.65800766474251,360.0,1.0,Rural,Y
LP002586,Female,Yes,1,Graduate,No,3581,935,102.26515381590525,84.0,1.0,Semiurban,Y
LP001507,Male,Yes,0,Graduate,No,2774,1913,121.87112009172857,360.0,1.0,Semiurban,Y
LP002318,Female,No,1,Not Graduate,Yes,3529,0,65.34987424348105,360.0,1.0,Semiurban,N
LP001097,Male,No,1,Graduate,Yes,4544,0,101.21343637660917,360.0,1.0,Rural,N
LP002403,Male,No,0,Graduate,Yes,11088,0,183.55428262697694,360.0,0.0,Urban,N
LP001998,Male,Yes,2,Not Graduate,No,7751,0,182.33409250045855,360.0,,Rural,Y
LP002950,Male,Yes,0,Not Graduate,,2631,2957,158.56957143999875,360.0,1.0,Rural,Y
LP002807,Male,Yes,2,Not Graduate,No,3728,221,110.94199857514204,360.0,1.0,Semiurban,Y
LP001091,Male,Yes,1,Graduate,,4453,3514,201.7451457415104,360.0,,Urban,N
LP002284,Male,No,0,Not Graduate,No,3794,1743,108.70514210241157,360.0,1.0,Rural,Y
LP002308,Male,Yes,0,Not Graduate,No,1978,2355,110.0768808729472,360.0,1.0,Urban,Y
LP001333,Male,Yes,0,Graduate,No,2073,954,54.295093051414995,360.0,1.0,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,5624,4176,118.76844314759714,180.0,1.0,Urban,N
LP001938,Male,Yes,2,Graduate,No,4691,0,130.6585727760105,360.0,0.0,Semiurban,N
LP002362,Male,Yes,1,Graduate,No,7113,1831,106.98381079828891,,0.0,Urban,N
LP002277,Female,No,0,Graduate,No,3137,0,73.74205254814295,360.0,0.0,Urban,N
LP002684,Female,No,0,Not Graduate,No,3408,0,94.02996730329109,360.0,1.0,Rural,N
LP002053,Male,Yes,3+,Graduate,No,4297,178,125.70215933060315,360.0,1.0,Semiurban,Y
LP002335,Female,Yes,0,Not Graduate,No,2271,3230,175.4943063815833,360.0,0.0,Semiurban,N
LP001594,Male,Yes,0,Graduate,No,6241,5116,186.45504981196362,360.0,1.0,Semiurban,Y
LP002149,Male,Yes,2,Graduate,No,8005,3372,162.95612202588217,360.0,1.0,Rural,Y
LP001282,Male,Yes,0,Graduate,No,2734,2088,108.86244743026933,360.0,1.0,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,4426,2609,106.41444742321583,360.0,1.0,Urban,N
LP001068,Male,Yes,0,Graduate,No,2562,2145,124.43661245416291,360.0,1.0,Semiurban,Y
LP001653,Male,No,0,Not Graduate,No,4684,0,51.651280064800815,360.0,1.0,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3139,0,77.29278865276568,36.0,1.0,Semiurban,N
LP002626,Male,Yes,0,Graduate,Yes,2288,2828,188.65337681251145,360.0,1.0,Urban,Y
LP001327,Female,Yes,0,Graduate,No,2404,2400,133.34256251840054,360.0,1.0,Semiurban,Y
LP002872,,Yes,0,Graduate,No,3219,2015,136.19257603728684,360.0,0.0,Semiurban,N
LP001653,Male,No,0,Not Graduate,No,5363,0,45.34995477157363,360.0,1.0,Rural,Y
LP002319,Male,Yes,0,Graduate,,6246,0,161.62317480805564,360.0,,Urban,Y
LP001925,Female,No,0,Graduate,Yes,2766,1566,98.83422082959835,300.0,1.0,Semiurban,N
LP001653,Male,No,0,Not Graduate,No,4483,0,46.24906132088141,360.0,1.0,Rural,Y
LP002931,Male,Yes,2,Graduate,Yes,6237,0,207.67345929454868,240.0,1.0,Semiurban,N
LP001316,Male,Yes,0,Graduate,No,3208,2774,131.05611243957298,360.0,1.0,Semiurban,Y
LP001267,Female,Yes,2,Graduate,No,1474,1723,167.04650086960248,360.0,1.0,Urban,N
LP002789,Male,Yes,0,Graduate,No,3597,4537,130.9552601974325,180.0,0.0,Rural,N
LP001489,Female,Yes,0,Graduate,No,4980,0,85.67888297237764,360.0,1.0,Rural,N
LP002798,Male,Yes,0,Graduate,No,3535,2509,162.3431349535453,360.0,1.0,Semiurban,Y
LP002149,Male,Yes,2,Graduate,No,9161,2947,163.28492705872563,360.0,1.0,Rural,Y
LP001798,Male,Yes,2,Graduate,No,5584,5455,119.41429630983548,360.0,1.0,Rural,Y
LP002732,Male,No,0,Not Graduate,,2374,1969,130.74276982588663,360.0,1.0,Rural,Y
LP002043,Female,No,1,Graduate,No,3414,0,114.429915595327,360.0,,Semiurban,Y
LP002974,Male,Yes,0,Graduate,No,3286,1997,112.62827848210203,360.0,1.0,Rural,Y
LP002300,Female,No,0,Not Graduate,No,1787,0,50.86754195571248,360.0,1.0,Semiurban,Y
LP002634,Female,No,1,Graduate,No,13260,0,44.63738717042609,360.0,1.0,Urban,Y
LP002582,Female,No,0,Not Graduate,Yes,17454,0,222.10681884706977,360.0,1.0,Semiurban,Y
LP001195,Male,Yes,0,Graduate,No,2088,1664,93.66021095251297,360.0,1.0,Semiurban,Y
LP001404,Female,Yes,0,Graduate,No,3191,2304,158.20777296897188,360.0,1.0,Semiurban,Y
LP001120,Male,No,0,Graduate,No,1700,1186,46.614639462306364,360.0,1.0,Urban,Y
LP001865,Male,Yes,1,Graduate,No,6036,4652,326.5617765999072,360.0,,Urban,Y
LP001275,Male,Yes,1,Graduate,No,3885,0,46.123079192799466,240.0,1.0,Urban,Y
LP002409,Male,Yes,0,Graduate,No,7166,1989,175.39327430070006,360.0,1.0,Rural,Y
LP001326,Male,No,0,Graduate,,7322,0,,360.0,,Urban,N
LP001865,Male,Yes,1,Graduate,No,6087,4189,327.6019208739791,360.0,,Urban,Y
LP002729,Male,No,1,Graduate,No,11844,0,199.34528095913535,360.0,,Semiurban,N
LP001565,Male,Yes,1,Graduate,No,3298,1230,120.23300866332342,360.0,0.0,Semiurban,N
LP002281,Male,Yes,0,Graduate,No,3204,1574,91.41308649960351,360.0,1.0,Urban,Y
LP002008,Male,Yes,2,Graduate,Yes,6135,0,142.67577640893165,84.0,,Rural,Y
LP002789,Male,Yes,0,Graduate,No,3453,4577,136.35988760037637,180.0,0.0,Rural,N
LP001119,Male,No,0,Graduate,No,3451,0,81.48282493570382,360.0,1.0,Urban,N
LP001529,Male,Yes,0,Graduate,Yes,2817,3880,156.9008319008947,360.0,1.0,Rural,Y
LP002236,Male,Yes,2,Graduate,No,4821,0,97.61300199436259,360.0,1.0,Urban,N
LP001914,Male,Yes,0,Graduate,No,4264,789,108.7897360420624,360.0,1.0,Semiurban,Y
LP001379,Male,Yes,2,Graduate,No,3841,3858,212.42432853489194,360.0,0.0,Urban,N
LP002444,Male,No,1,Not Graduate,Yes,2707,1522,190.19837149999665,360.0,,Semiurban,N
LP001228,Male,No,0,Not Graduate,No,3128,2372,122.76603492744847,180.0,0.0,Urban,N
LP002288,Male,Yes,2,Not Graduate,No,3153,0,46.713039372606055,180.0,0.0,Urban,N
LP002194,Female,No,0,Graduate,Yes,14732,0,57.025567699095255,360.0,1.0,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,5673,1566,102.05940468947915,360.0,1.0,Rural,N
LP001770,Male,No,0,Not Graduate,No,3102,2729,120.28683578277113,,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,No,8558,0,160.8674498635097,360.0,1.0,Semiurban,N
LP002625,,No,0,Graduate,No,3485,0,98.49053184153615,360.0,1.0,Urban,N
LP002447,Male,Yes,2,Not Graduate,No,1968,1448,56.21970507229768,300.0,,Urban,Y
LP001807,Male,Yes,2,Graduate,Yes,5785,1362,106.64060149048125,360.0,1.0,Rural,Y
LP002409,Male,Yes,0,Graduate,No,7191,1663,178.75879317542822,360.0,1.0,Rural,Y
LP002772,Male,No,0,Graduate,No,2674,1678,145.88780042241385,360.0,1.0,Rural,Y
LP001020,Male,Yes,1,Graduate,No,11761,10547,348.20036121450863,360.0,1.0,Semiurban,N
LP001914,Male,Yes,0,Graduate,No,4301,797,113.67561283040789,360.0,1.0,Semiurban,Y
LP001144,Male,Yes,0,Graduate,No,6040,0,147.042522510721,360.0,1.0,Urban,Y
LP001186,Female,Yes,1,Graduate,Yes,10629,0,282.8269368842902,360.0,0.0,Urban,N
LP002364,Male,Yes,0,Graduate,No,14204,0,94.66716339855179,360.0,1.0,Semiurban,Y
LP002990,Female,No,0,Graduate,Yes,4598,0,133.09193195832458,360.0,0.0,Semiurban,N
LP001387,Female,Yes,0,Graduate,,3098,2507,137.10094393937928,360.0,1.0,Semiurban,Y
LP001907,Male,Yes,0,Graduate,No,15397,0,437.0909726219235,360.0,1.0,Semiurban,Y
LP001327,Female,Yes,0,Graduate,No,2435,2430,141.85111213576764,360.0,1.0,Semiurban,Y
LP001473,Male,No,0,Graduate,No,2057,2045,69.07880335539669,360.0,1.0,Urban,Y
LP002784,Male,Yes,1,Not Graduate,No,2393,2267,,360.0,1.0,Rural,Y
LP002531,Male,Yes,1,Graduate,Yes,15844,2109,90.30212931495495,360.0,1.0,Semiurban,Y
LP001043,Male,Yes,0,Not Graduate,No,8223,0,107.05769222814024,360.0,0.0,Urban,N
LP002097,Male,No,1,Graduate,No,4006,1815,121.42554697069176,360.0,1.0,Urban,Y
LP001671,Female,Yes,0,Graduate,No,3547,3095,108.82930722056656,360.0,,Semiurban,Y
LP002705,Male,Yes,0,Graduate,No,3801,0,107.44434352098835,360.0,1.0,Semiurban,Y
LP002789,Male,Yes,0,Graduate,No,3808,4344,131.28040216953272,180.0,0.0,Rural,N
LP001310,Male,Yes,0,Graduate,No,5459,4349,172.0949799582364,360.0,1.0,Semiurban,Y
LP002734,Male,Yes,0,Graduate,No,6350,3950,326.55872035536305,360.0,1.0,Urban,Y
LP001806,Male,No,0,Graduate,No,2847,5133,156.12385863984017,60.0,1.0,Urban,Y
LP001653,Male,No,0,Not Graduate,No,4708,0,48.28694238402411,360.0,1.0,Rural,Y
LP002585,Male,Yes,0,Graduate,No,3876,2149,117.86787441150014,360.0,0.0,Rural,N
LP001385,Male,No,0,Graduate,No,5318,0,133.8769881775346,360.0,1.0,Urban,Y
LP001120,Male,No,0,Graduate,No,1643,1283,46.944847954120526,360.0,1.0,Urban,Y
LP002916,Male,Yes,0,Graduate,No,2498,1614,101.68303821834503,360.0,1.0,Urban,Y
LP002615,Male,Yes,2,Graduate,No,5129,5919,207.832656229434,360.0,1.0,Semiurban,Y
LP001644,,Yes,0,Graduate,Yes,690,5593,166.9761136068281,360.0,1.0,Rural,Y
LP001825,Male,Yes,0,Graduate,No,1711,1773,93.28143563896903,360.0,1.0,Urban,Y
LP001529,Male,Yes,0,Graduate,Yes,2735,4022,154.19987088488818,360.0,1.0,Rural,Y
LP001807,Male,Yes,2,Graduate,Yes,6051,1242,109.78650683543442,360.0,1.0,Rural,Y
LP001716,Male,Yes,0,Graduate,No,3390,3191,132.62388169738293,360.0,1.0,Urban,Y
LP001936,Male,Yes,0,Graduate,No,3020,2185,134.89499264872327,360.0,1.0,Rural,Y
LP002055,Female,No,0,Graduate,No,3356,2693,127.17069488811353,360.0,,Rural,Y
LP002205,Male,No,1,Graduate,No,2866,2183,108.56287982383424,180.0,0.0,Urban,N
LP001273,Male,Yes,0,Graduate,No,5404,2185,266.8926634233825,360.0,,Semiurban,N
LP001020,Male,Yes,1,Graduate,No,12338,10594,353.16342450412924,360.0,1.0,Semiurban,N
LP001507,Male,Yes,0,Graduate,No,2468,1851,117.26023491960427,360.0,1.0,Semiurban,Y
LP002055,Female,No,0,Graduate,No,3124,2904,130.1928704322569,360.0,,Rural,Y
LP001677,Male,No,2,Graduate,No,4996,0,169.53467765577332,360.0,0.0,Semiurban,Y
LP002087,Female,No,0,Graduate,No,2478,0,64.81490315884831,360.0,1.0,Urban,Y
LP002097,Male,No,1,Graduate,No,4086,1868,121.97256686316037,360.0,1.0,Urban,Y
LP002855,Male,Yes,2,Graduate,No,15313,0,276.13762419490826,360.0,1.0,Urban,Y
LP002377,Female,No,1,Graduate,Yes,7851,0,151.35870481328905,360.0,1.0,Semiurban,Y
LP001385,Male,No,0,Graduate,No,5247,0,134.26269465711462,360.0,1.0,Urban,Y
LP002362,Male,Yes,1,Graduate,No,7256,1544,114.73275629453079,,0.0,Urban,N
LP001637,Male,Yes,1,Graduate,No,36330,0,260.64605426840325,360.0,1.0,Semiurban,N
LP001439,Male,Yes,0,Not Graduate,No,4286,1819,189.8982270989879,360.0,1.0,Rural,Y
LP002723,Male,No,2,Graduate,No,3907,0,110.9330140282978,360.0,0.0,Rural,N
LP001978,Male,No,0,Graduate,No,4110,2678,137.11829501385176,360.0,1.0,Rural,Y
LP001643,Male,Yes,0,Graduate,No,2329,2206,62.68477908473744,360.0,,Rural,Y
LP001963,Male,Yes,1,Graduate,No,1932,2788,111.80414559957045,360.0,1.0,Urban,N
LP001884,Female,No,1,Graduate,No,3046,1683,91.85504343757518,360.0,1.0,Urban,Y
LP002318,Female,No,1,Not Graduate,Yes,3629,0,64.73298005957678,360.0,1.0,Semiurban,N
LP001243,Male,Yes,0,Graduate,No,3465,3058,173.25134069001217,360.0,1.0,Urban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,1809,1733,93.56815358519404,360.0,1.0,Semiurban,Y
LP001760,Male,,,Graduate,No,5206,0,157.56039820831828,480.0,1.0,Semiurban,Y
LP002393,Female,,,Graduate,No,11042,0,,240.0,1.0,Semiurban,Y
LP002055,Female,No,0,Graduate,No,3419,3071,130.3137661993405,360.0,,Rural,Y
LP002116,Female,No,0,Graduate,No,2220,0,45.126942804390865,360.0,1.0,Rural,N
LP002113,Female,No,3+,Not Graduate,No,1929,0,,360.0,0.0,Urban,N
LP001489,Female,Yes,0,Graduate,No,4697,0,79.42414286876034,360.0,1.0,Rural,N
LP001790,Female,No,1,Graduate,No,3844,0,113.09460683449677,360.0,1.0,Rural,Y
LP002180,Male,No,0,Graduate,Yes,7393,0,142.05115737458513,360.0,1.0,Rural,Y
LP001507,Male,Yes,0,Graduate,No,2918,2195,123.383416015416,360.0,1.0,Semiurban,Y
LP002732,Male,No,0,Not Graduate,,2742,2086,125.77509060876898,360.0,1.0,Rural,Y
LP001835,Male,Yes,0,Not Graduate,No,1741,3977,205.8180596031942,360.0,0.0,Semiurban,N
LP001996,Male,No,0,Graduate,No,20875,0,482.1077881506523,360.0,1.0,Rural,N
LP001100,Male,No,3+,Graduate,No,12080,2980,316.85669331351437,360.0,1.0,Rural,N
LP002229,Male,No,0,Graduate,No,6514,4080,300.96723887231786,360.0,1.0,Semiurban,Y
LP002161,Female,No,1,Graduate,No,4398,0,83.46938812064606,360.0,1.0,Semiurban,N
LP002281,Male,Yes,0,Graduate,No,3151,1363,91.5825288813472,360.0,1.0,Urban,Y
LP001644,,Yes,0,Graduate,Yes,727,4918,169.82592728833924,360.0,1.0,Rural,Y
LP001776,Female,No,0,Graduate,No,7581,0,280.8260860261964,360.0,1.0,Semiurban,Y
LP001343,Male,Yes,0,Graduate,No,1878,3268,129.81353372484872,360.0,1.0,Semiurban,Y
LP001931,Female,No,0,Graduate,No,4466,0,114.16631838494179,360.0,1.0,Semiurban,Y
LP001653,Male,No,0,Not Graduate,No,5072,0,51.38347519226794,360.0,1.0,Rural,Y
LP001473,Male,No,0,Graduate,No,1928,1999,74.39052654225976,360.0,1.0,Urban,Y
LP001370,Male,No,0,Not Graduate,,6635,0,118.61968953044763,360.0,1.0,Rural,N
LP002847,Male,Yes,,Graduate,No,5569,1340,162.29288149684368,360.0,0.0,Urban,N
LP001005,Male,Yes,0,Graduate,Yes,3138,0,63.51151145587199,360.0,1.0,Urban,Y
LP001233,Male,Yes,1,Graduate,No,11081,0,308.0834537969378,360.0,1.0,Urban,Y
LP002272,Male,Yes,2,Graduate,No,3127,516,131.83525069297752,360.0,,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,2060,0,56.7030470921744,360.0,1.0,Semiurban,Y
LP002143,Female,Yes,0,Graduate,No,2341,471,133.42174066628172,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1744,0,65.9912753249381,360.0,,Rural,N
LP001608,Male,Yes,2,Graduate,No,2234,1492,100.67710129137446,360.0,1.0,Rural,Y
LP001908,Female,Yes,0,Not Graduate,No,3732,0,120.6715291552311,360.0,,Rural,Y
LP002522,Female,No,0,Graduate,Yes,2381,0,88.46491569770534,360.0,,Urban,Y
LP002926,Male,Yes,2,Graduate,Yes,2702,0,107.77669527146078,360.0,0.0,Semiurban,N
LP002743,Female,No,0,Graduate,No,2100,0,99.00107360473967,360.0,0.0,Semiurban,N
LP002101,Male,Yes,0,Graduate,,67900,0,490.407198055635,180.0,1.0,Urban,Y
LP001574,Male,Yes,0,Graduate,No,3565,3310,179.90651075267343,,1.0,Rural,Y
LP001859,Male,Yes,0,Graduate,No,13657,1964,300.00543536796226,360.0,1.0,Rural,N
LP001011,Male,Yes,2,Graduate,Yes,5942,4325,268.79312900146743,360.0,1.0,Urban,Y
LP002051,Male,Yes,0,Graduate,No,2220,2113,112.54664600236292,360.0,1.0,Semiurban,Y
LP001806,Male,No,0,Graduate,No,2768,5286,154.2769059422054,60.0,1.0,Urban,Y
LP002387,Male,Yes,0,Graduate,No,2634,2545,143.9884187861651,360.0,1.0,Semiurban,Y
LP001516,Female,Yes,2,Graduate,No,14328,0,74.1456319812039,360.0,1.0,Urban,Y
LP002448,Male,Yes,0,Graduate,No,3955,1582,153.36397450278469,360.0,0.0,Rural,N
LP002755,Male,Yes,1,Not Graduate,No,2239,2447,123.2215197607917,360.0,1.0,Urban,Y
LP001343,Male,Yes,0,Graduate,No,1604,3694,127.94619313112446,360.0,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,11459,0,237.39849406987364,360.0,1.0,Semiurban,Y
LP002277,Female,No,0,Graduate,No,3130,0,66.06307911136643,360.0,0.0,Urban,N
LP001778,Male,Yes,1,Graduate,No,2969,1603,138.9297312185613,360.0,1.0,Semiurban,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6194,921,189.81291778355705,360.0,1.0,Rural,N
LP001546,Male,No,0,Graduate,,2761,2242,117.25509565154304,360.0,1.0,Rural,Y
LP002487,Male,Yes,0,Graduate,No,2895,2137,150.34096845462014,360.0,1.0,Rural,Y
LP002586,Female,Yes,1,Graduate,No,3365,845,109.13958509673847,84.0,1.0,Semiurban,Y
LP002229,Male,No,0,Graduate,No,5964,3822,293.91849669091715,360.0,1.0,Semiurban,Y
LP001508,Male,Yes,2,Graduate,No,11100,0,188.09819984187365,180.0,1.0,Urban,Y
LP002161,Female,No,1,Graduate,No,4576,0,80.49346517598167,360.0,1.0,Semiurban,N
LP002602,Male,No,0,Graduate,No,6494,4179,210.52690910567338,360.0,0.0,Rural,N
LP001594,Male,Yes,0,Graduate,No,5611,5239,183.9449915840476,360.0,1.0,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,5014,5090,206.56493026013595,360.0,1.0,Semiurban,Y
LP002697,Male,No,0,Graduate,No,5101,1938,,360.0,1.0,Semiurban,N
LP001750,Male,Yes,0,Graduate,No,6533,0,131.82810694184178,360.0,1.0,Semiurban,Y
LP002239,Male,No,0,Not Graduate,No,2259,1688,134.20002036444518,360.0,1.0,Semiurban,Y
LP001864,Male,Yes,3+,Not Graduate,No,4759,0,130.34526478041047,360.0,,Semiurban,N
LP002527,Male,Yes,2,Graduate,Yes,17847,1113,145.28652321974616,360.0,1.0,Rural,Y
LP001636,Male,Yes,0,Graduate,No,4411,0,70.61894260057582,180.0,1.0,Semiurban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3061,0,76.34848606374989,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2354,3642,,180.0,1.0,Urban,N
LP002368,Male,Yes,2,Graduate,No,5856,0,131.33076279743833,360.0,1.0,Semiurban,Y
LP001664,Male,No,0,Graduate,No,4428,0,124.24193608731888,360.0,1.0,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,2948,1813,72.24810436734134,180.0,0.0,Urban,N
LP001343,Male,Yes,0,Graduate,No,1802,3459,128.81044781833288,360.0,1.0,Semiurban,Y
LP002403,Male,No,0,Graduate,Yes,9890,0,186.57060960515796,360.0,0.0,Urban,N
LP001864,Male,Yes,3+,Not Graduate,No,4588,0,132.1951196908538,360.0,,Semiurban,N
LP002898,Male,Yes,1,Graduate,No,1810,0,58.838807175322465,360.0,,Rural,N
LP001207,Male,Yes,0,Not Graduate,Yes,2378,3723,169.02787827844392,180.0,0.0,Rural,N
LP001038,Male,Yes,0,Not Graduate,No,4628,0,131.2640769392678,360.0,1.0,Rural,N
LP002502,Female,Yes,2,Not Graduate,,228,3000,98.55239039948964,360.0,1.0,Semiurban,Y
LP001349,Male,No,0,Graduate,No,4403,4044,155.78520239443728,360.0,1.0,Semiurban,Y
LP001819,Male,Yes,1,Not Graduate,No,6986,0,132.888315455682,180.0,1.0,Urban,Y
LP001814,Male,Yes,2,Graduate,No,9737,0,109.92657667599133,360.0,1.0,Urban,Y
LP001038,Male,Yes,0,Not Graduate,No,4649,0,137.08590551677895,360.0,1.0,Rural,N
LP002103,,Yes,1,Graduate,Yes,8917,1672,180.70114035509528,180.0,1.0,Urban,Y
LP001915,Male,Yes,2,Graduate,No,2323,936,79.76692124696761,180.0,1.0,Urban,Y
LP001720,Male,Yes,3+,Not Graduate,No,3872,1043,95.44306454157241,360.0,1.0,Semiurban,Y
LP001945,Female,No,,Graduate,No,5622,0,146.91915320880872,480.0,0.0,Urban,N
LP002964,Male,Yes,2,Not Graduate,No,3972,1460,155.87296272484227,360.0,1.0,Rural,Y
LP001606,Male,Yes,0,Graduate,No,3642,1884,113.68103879159038,360.0,1.0,Rural,Y
LP001726,Male,Yes,0,Graduate,No,3624,1892,131.94593683009523,360.0,1.0,Semiurban,Y
LP002181,Male,No,0,Not Graduate,No,5987,0,132.21187047136863,360.0,1.0,Rural,N
LP002974,Male,Yes,0,Graduate,No,3475,1809,109.41045991017495,360.0,1.0,Rural,Y
LP001854,Male,Yes,3+,Graduate,No,5405,0,94.98414207774252,360.0,1.0,Urban,N
LP002277,Female,No,0,Graduate,No,3358,0,74.33154882918187,360.0,0.0,Urban,N
LP002098,Male,No,0,Graduate,No,3131,0,99.84346810322742,360.0,1.0,Semiurban,Y
LP001836,Female,No,2,Graduate,No,3204,0,135.8065419922372,360.0,1.0,Urban,N
LP002813,Female,Yes,1,Graduate,Yes,21032,0,604.4553487010036,360.0,1.0,Semiurban,Y
LP002435,Male,Yes,0,Graduate,,3680,1282,51.06782698180793,360.0,1.0,Rural,N
LP001489,Female,Yes,0,Graduate,No,4221,0,88.9629660213757,360.0,1.0,Rural,N
LP001432,Male,Yes,2,Graduate,No,3236,0,82.60463232401423,360.0,1.0,Semiurban,Y
LP002531,Male,Yes,1,Graduate,Yes,15330,2092,87.2125694399935,360.0,1.0,Semiurban,Y
LP001634,Male,No,0,Graduate,No,1903,5351,64.74205717901556,360.0,,Rural,N
LP002862,Male,Yes,2,Not Graduate,No,6353,1654,191.8159473066993,480.0,1.0,Semiurban,N
LP002263,Male,Yes,0,Graduate,No,2462,2079,121.5747448612526,360.0,,Urban,Y
LP002912,Male,Yes,1,Graduate,No,4444,3263,171.94330670613493,84.0,1.0,Rural,N
LP002936,Male,Yes,0,Graduate,No,3508,2996,143.04272466920443,180.0,1.0,Rural,Y
LP002949,Female,No,3+,Graduate,,433,39384,351.46990451707865,180.0,,Urban,N
LP002191,Male,Yes,0,Graduate,No,20101,5379,569.0782967331705,360.0,1.0,Rural,N
LP001844,Male,No,0,Graduate,Yes,15024,0,192.68946716435133,360.0,0.0,Urban,N
LP002305,Female,No,0,Graduate,No,4252,0,119.51214872738407,360.0,1.0,Semiurban,Y
LP002272,Male,Yes,2,Graduate,No,3340,480,133.04194033165086,360.0,,Semiurban,Y
LP001013,Male,Yes,0,Not Graduate,No,2195,1592,98.65686928879067,360.0,1.0,Urban,Y
LP002936,Male,Yes,0,Graduate,No,3878,3045,146.64427327328113,180.0,1.0,Rural,Y
LP001736,Male,Yes,0,Graduate,No,2004,0,59.68485136812794,360.0,0.0,Urban,N
LP001616,Male,Yes,1,Graduate,No,4101,0,119.72797194578997,360.0,1.0,Semiurban,Y
LP001888,Female,No,0,Graduate,No,2997,0,33.22930897981304,360.0,1.0,Urban,Y
LP001644,,Yes,0,Graduate,Yes,671,4980,165.41636648535467,360.0,1.0,Rural,Y
LP002494,Male,No,0,Graduate,No,5552,0,143.2552380969368,360.0,1.0,Rural,Y
LP001123,Male,Yes,0,Graduate,No,2482,0,72.36692413016051,360.0,,Urban,Y
LP002714,Male,No,1,Not Graduate,No,2475,1174,91.89576919855767,360.0,1.0,Semiurban,Y
LP002364,Male,Yes,0,Graduate,No,15207,0,91.89507466386081,360.0,1.0,Semiurban,Y
LP002637,Male,No,0,Not Graduate,No,3698,1175,97.67484057524227,360.0,1.0,Rural,N
LP002144,Female,No,,Graduate,No,3639,0,114.08801717372208,180.0,1.0,Urban,Y
LP001814,Male,Yes,2,Graduate,No,10621,0,110.4401678363438,360.0,1.0,Urban,Y
